No,Type,Region,"City,Town,Ward,Village code","City,Town,Ward,Village",Area,Nearest station_Name,Nearest station_Distance(minute),Transaction-price(total),Layout,Area(m^2),Transaction-price(Unit price m^2),Land shape,Year of construction,Building structure,Use,Purpose of Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transactional factors
5904,"Pre-owned Condominiums, etc.",,13117,Kita Ward,Horifune,Oji,9,37000000,1LDK,40.0,0.92,,2005,SRC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,,
5905,"Pre-owned Condominiums, etc.",,13117,Kita Ward,Horifune,Oji,8,50000000,2LDK,50.0,1.0,,2012,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Done,
5906,"Pre-owned Condominiums, etc.",,13117,Kita Ward,Horifune,Kajiwara,6,40000000,3LDK,65.0,0.62,,1984,RC,House,House,Category I Residential Zone,60.0,200.0,2nd quarter 2023,Done,
5907,Residential Land(Land and Building),Residential Area,13117,Kita Ward,Horifune,Kajiwara,5,58000000,,85.0,0.68,Rectangular Shaped,2016,W,House,House,Category I Residential Zone,60.0,200.0,1st quarter 2023,,
5908,"Pre-owned Condominiums, etc.",,13117,Kita Ward,Horifune,Kajiwara,6,48000000,4LDK,80.0,0.6,,1984,RC,House,House,Category I Residential Zone,60.0,200.0,1st quarter 2023,Done,
5909,"Pre-owned Condominiums, etc.",,13117,Kita Ward,Horifune,Kajiwara,8,46000000,3LDK,60.0,0.77,,2007,RC,House,House,Industrial Zone,60.0,200.0,1st quarter 2023,Not yet,
5910,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Arakawakuyakushomae,2,23000000,1DK,30.0,0.77,,1998,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2023,Done,
5911,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Arakawakuyakushomae,1,31000000,1DK,30.0,1.03,,2007,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2023,Done,
5912,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Arakawakuyakushomae,2,26000000,1K,25.0,1.04,,2013,RC,House,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2023,Not yet,
5914,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Shinmikawashima,3,50000000,3LDK,75.0,0.67,,1992,SRC,House,House,Commercial Zone,80.0,600.0,2nd quarter 2023,Done,
5915,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Shinmikawashima,3,21000000,1K,20.0,1.05,,2008,RC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
5916,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Arakawa,Shinmikawashima,6,67000000,,65.0,1.03,Semi-rectangular Shaped,2022,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,Dealings including private road
5917,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Shinmikawashima,3,22000000,1K,20.0,1.1,,2008,RC,House,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5918,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Shinmikawashima,3,33000000,2LDK,55.0,0.6,,1992,SRC,House,House,Commercial Zone,80.0,600.0,1st quarter 2023,Not yet,
5919,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Shinmikawashima,5,67000000,3LDK,90.0,0.74,,2002,RC,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Done,
5920,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Shinmikawashima,2,31000000,1LDK,30.0,1.03,,2017,RC,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Not yet,
5921,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Arakawa,Machiya,5,160000000,,175.0,0.91,Semi-trapezoidal Shaped,2023,W,Housing Complex,Other,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,Dealings including private road
5923,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,3,5000000,1K,10.0,0.5,,1988,RC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
5924,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,4,13000000,2LDK,45.0,0.29,,1976,SRC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Not yet,
5925,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,2,37000000,2LDK,50.0,0.74,,1985,SRC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2023,Done,
5926,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,4,16000000,3DK,45.0,0.36,,1976,SRC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Done,
5927,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,2,25000000,1K,25.0,1.0,,2015,RC,House,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2023,Not yet,
5928,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,5,35000000,1LDK,40.0,0.88,,2006,RC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2023,Not yet,
5929,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Arakawa,Machiya,6,20000000,,55.0,0.36,Irregular Shaped,1988,S,Warehouse,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5932,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Arakawa,Machiya,7,72000000,,180.0,0.4,Semi-rectangular Shaped,1986,S,"House, Workshop",Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5934,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Arakawa,Machiya,4,35000000,,40.0,0.88,Semi-rectangular Shaped,1986,S,"Housing Complex, Office",Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5935,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Arakawa,Machiya,3,37000000,,70.0,0.53,Irregular Shaped,2016,W,House,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5937,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,3,35000000,2LDK+S,50.0,0.7,,1979,SRC,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Done,
5938,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,2,21000000,2DK,40.0,0.52,,1986,SRC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
5939,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Machiya,3,23000000,1LDK,50.0,0.46,,1979,SRC,House,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Not yet,
5940,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Arakawa,Mikawashima,8,7900000,,60.0,0.13,Semi-rectangular Shaped,1955,W,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
5941,Residential Land(Land and Building),Commercial Area,13118,Arakawa Ward,Arakawa,Mikawashima,5,62000000,,100.0,0.62,Rectangular Shaped,2006,W,Housing Complex,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2023,,
5943,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Mikawashima,5,25000000,2LDK,40.0,0.62,,1988,RC,House,,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Done,
5944,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Minowa,8,28000000,2DK,45.0,0.62,,1985,SRC,,House,Commercial Zone,80.0,600.0,2nd quarter 2023,Done,
5945,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Minowa,1H-1H30,27000000,1K,25.0,1.08,,2015,RC,,Other,Commercial Zone,80.0,600.0,2nd quarter 2023,Not yet,
5946,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Minowa,8,33000000,2LDK,50.0,0.66,,1990,SRC,House,House,Commercial Zone,80.0,600.0,1st quarter 2023,Done,
5947,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Minowa,9,21000000,2LDK,45.0,0.47,,1978,SRC,House,House,Commercial Zone,80.0,600.0,1st quarter 2023,,
5948,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Arakawa,Minowa,9,23000000,1LDK,50.0,0.46,,1994,RC,House,Other,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2023,Not yet,
5952,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,8,30000000,2DK,45.0,0.67,,1980,SRC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Done,
5953,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,3,42000000,2DK,50.0,0.84,,2013,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2023,Not yet,
5954,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,5,16000000,2DK,35.0,0.46,,1981,RC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Not yet,
5955,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,3,47000000,2LDK,50.0,0.94,,2013,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,Not yet,
5956,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,8,22000000,2LDK,60.0,0.37,,1983,SRC,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Not yet,
5957,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,8,42000000,3LDK,60.0,0.7,,1983,SRC,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Done,
5958,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,7,32000000,2LDK,50.0,0.64,,2001,SRC,House,Other,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
5959,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,3,48000000,2DK,50.0,0.96,,2022,RC,House,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5960,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,3,48000000,1LDK,50.0,0.96,,2022,RC,House,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5961,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Oku,1H-1H30,45000000,2LDK,50.0,0.9,,2019,RC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,Not yet,
5963,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Nishiogu,Odai,3,49000000,,45.0,1.09,Semi-rectangular Shaped,2018,W,House,House,Category I Residential Zone,80.0,300.0,1st quarter 2023,,
5964,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishiogu,Odai,8,28000000,1R,25.0,1.12,,2016,RC,House,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2023,Done,
5965,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Nishiogu,Miyanomae,3,31000000,,50.0,0.62,Semi-shaped,1994,W,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
5967,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Nishiogu,Miyanomae,8,27000000,,70.0,0.39,Irregular Shaped,1969,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5969,Residential Land(Land and Building),Commercial Area,13118,Arakawa Ward,Nishinippori,Shinmikawashima,5,550000000,,220.0,2.5,Semi-shaped,2018,RC,Housing Complex,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2023,,
5970,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Shinmikawashima,2,53000000,2LDK,50.0,1.06,,2018,RC,House,Other,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Not yet,
5971,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Nishinippori,Shinmikawashima,4,25000000,,70.0,0.36,Semi-rectangular Shaped,2022,W,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,,
5972,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Nishinippori,Shinmikawashima,4,160000000,,85.0,1.88,Rectangular Shaped,2016,S,,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
5973,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Shinmikawashima,4,28000000,1K,20.0,1.4,,2014,RC,House,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2023,Done,
5974,Residential Land(Land and Building),Commercial Area,13118,Arakawa Ward,Nishinippori,Nishinippori,2,200000000,,130.0,1.54,Semi-rectangular Shaped,1970,S,"Office, Shop",Shop,Commercial Zone,80.0,500.0,2nd quarter 2023,,
5975,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Nishinippori,Nishinippori,5,92000000,,70.0,1.31,Rectangular Shaped,1997,S,"House, Parking Lot",House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2023,,
5976,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nishinippori,6,51000000,2LDK,55.0,0.93,,2011,RC,House,House,Commercial Zone,80.0,600.0,2nd quarter 2023,Not yet,
5977,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nishinippori,7,21000000,1K,20.0,1.05,,2009,RC,House,House,Commercial Zone,80.0,600.0,2nd quarter 2023,,
5978,Residential Land(Land and Building),Commercial Area,13118,Arakawa Ward,Nishinippori,Nishinippori,3,1200000000,,120.0,10.0,Irregular Shaped,2022,RC,Other,,Commercial Zone,80.0,600.0,1st quarter 2023,,
5979,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nishinippori,1,50000000,3LDK,55.0,0.91,,2013,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,,
5980,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nishinippori,7,28000000,,20.0,1.4,,2009,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2023,,
5981,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nishinippori,7,40000000,2LDK,50.0,0.8,,2005,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,Not yet,
5983,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nippori,6,24000000,1K,25.0,0.96,,2015,RC,House,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2023,,
5984,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Nishinippori,Nippori,5,75000000,,85.0,0.88,Irregular Shaped,2014,W,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,,Dealings including private road
5986,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nippori,4,49000000,2LDK,50.0,0.98,,2011,RC,House,House,Commercial Zone,80.0,700.0,1st quarter 2023,Not yet,
5987,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Nippori,3,45000000,2DK,40.0,1.12,,2017,RC,,House,Commercial Zone,80.0,700.0,1st quarter 2023,Not yet,
5988,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Mikawashima,5,36000000,1LDK,45.0,0.8,,2014,RC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Not yet,
5989,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Mikawashima,5,4000000,,10.0,0.4,,2012,RC,Parking Lot,Other,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Not yet,
5990,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Mikawashima,5,4500000,,15.0,0.3,,2012,RC,Parking Lot,Other,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Not yet,
5991,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Mikawashima,5,4000000,,10.0,0.4,,2012,RC,Parking Lot,Other,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
5992,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Mikawashima,5,50000000,1LDK,45.0,1.11,,2014,RC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
5993,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Mikawashima,5,27000000,1K,25.0,1.08,,2012,RC,House,Other,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Not yet,
5994,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Nishinippori,Mikawashima,5,44000000,3LDK,65.0,0.68,,2002,SRC,,House,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
5995,Residential Land(Land and Building),Commercial Area,13118,Arakawa Ward,Higashiogu,Akadoshogakkomae,3,240000000,,430.0,0.56,Irregular Shaped,1956,W,"House, Factory, Warehouse, Shop",Shop,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2023,,
5996,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Akadoshogakkomae,6,58000000,3LDK,65.0,0.89,,2015,RC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Not yet,
5997,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Akadoshogakkomae,4,15000000,1K,25.0,0.6,,1990,RC,,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,Done,
5998,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Akadoshogakkomae,5,28000000,1K,25.0,1.12,,2016,RC,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
6000,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Akadoshogakkomae,6,53000000,3LDK,65.0,0.82,,2015,RC,House,,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Not yet,
6001,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Akadoshogakkomae,6,41000000,3LDK,70.0,0.59,,1998,SRC,House,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2023,Not yet,
6003,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashiogu,Kumanomae,9,19000000,,55.0,0.35,Semi-rectangular Shaped,1973,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
6005,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashiogu,Kumanomae,8,48000000,,60.0,0.8,Semi-square Shaped,2023,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,Dealings including private road
6006,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashiogu,Kumanomae,4,50000000,,70.0,0.71,Semi-rectangular Shaped,2006,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
6007,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashiogu,Kumanomae,5,51000000,,45.0,1.13,Semi-rectangular Shaped,2023,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
6008,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Kumanomae,3,58000000,3LDK,65.0,0.89,,2011,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Done,
6009,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Kumanomae,7,11000000,1DK,25.0,0.44,,1987,RC,,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,Not yet,
6010,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Kumanomae,5,19000000,3LDK,60.0,0.32,,2005,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
6011,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Kumanomae,4,15000000,1K,25.0,0.6,,2009,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Done,
6012,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Kumanomae,4,44000000,2LDK,55.0,0.8,,2009,RC,,,Commercial Zone,80.0,500.0,1st quarter 2023,Done,
6013,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Tabata,12,21000000,1K,20.0,1.05,,2005,RC,,Other,Commercial Zone,80.0,500.0,1st quarter 2023,,
6014,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Higashiogu 3-chome,8,37000000,2LDK,60.0,0.62,,2003,SRC,House,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2023,Done,
6015,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashiogu,Machiya,7,57000000,3LDK,65.0,0.88,,2015,RC,,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2023,Not yet,
6017,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Uguisudani,11,46000000,2DK,35.0,1.31,,2016,RC,House,,Quasi-industrial Zone,60.0,300.0,2nd quarter 2023,Not yet,
6018,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Uguisudani,8,28000000,1K,25.0,1.12,,2013,RC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2023,,
6019,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Uguisudani,8,78000000,,50.0,1.56,Rectangular Shaped,2024,W,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,,
6020,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Uguisudani,6,50000000,2LDK,50.0,1.0,,2021,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
6021,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Uguisudani,10,27000000,1LDK,30.0,0.9,,2011,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,Not yet,
6022,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,5,32000000,1K,25.0,1.28,,2017,RC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2023,,
6023,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,8,25000000,1K,20.0,1.25,,2017,RC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2023,Not yet,
6024,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,5,33000000,1K,25.0,1.32,,2017,RC,House,House,Quasi-industrial Zone,60.0,400.0,2nd quarter 2023,Not yet,
6025,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,8,97000000,3LDK,70.0,1.39,,2017,RC,House,House,Commercial Zone,80.0,500.0,2nd quarter 2023,Done,
6026,Residential Land(Land and Building),Commercial Area,13118,Arakawa Ward,Higashinippori,Nippori,9,40000000,,65.0,0.62,Semi-trapezoidal Shaped,1965,W,"House, Shop",Shop,Commercial Zone,80.0,500.0,1st quarter 2023,,
6027,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,4,92000000,3LDK,70.0,1.31,,2016,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
6028,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,5,75000000,,55.0,1.36,,2005,RC,House,House,Commercial Zone,80.0,700.0,1st quarter 2023,,
6029,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,5,31000000,1K,25.0,1.24,,2017,RC,House,House,Quasi-industrial Zone,60.0,400.0,1st quarter 2023,Not yet,
6030,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,8,30000000,1K,25.0,1.2,,2017,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
6031,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,6,36000000,1DK,30.0,1.2,,2012,RC,House,House,Quasi-industrial Zone,60.0,400.0,1st quarter 2023,Not yet,
6032,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Nippori,5,33000000,1K,25.0,1.32,,2017,RC,House,House,Quasi-industrial Zone,60.0,400.0,1st quarter 2023,,
6033,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Mikawashima,6,48000000,,40.0,1.2,Rectangular Shaped,2022,W,House,House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
6035,Residential Land(Land and Building),Commercial Area,13118,Arakawa Ward,Higashinippori,Mikawashima,2,190000000,,90.0,2.11,Semi-square Shaped,2014,S,Housing Complex,House,Commercial Zone,80.0,500.0,2nd quarter 2023,,
6036,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Mikawashima,4,75000000,,50.0,1.5,Rectangular Shaped,2022,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
6037,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Mikawashima,4,57000000,,40.0,1.42,Rectangular Shaped,2023,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
6040,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Mikawashima,6,100000000,,125.0,0.8,Semi-square Shaped,2019,S,Housing Complex,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,,
6041,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Mikawashima,5,32000000,,60.0,0.53,Rectangular Shaped,2000,W,House,House,Quasi-industrial Zone,80.0,300.0,1st quarter 2023,,
6043,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Mikawashima,1,77000000,3LDK,75.0,1.03,,2014,RC,House,House,Commercial Zone,80.0,500.0,1st quarter 2023,Not yet,
6044,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Minowa,10,300000000,,125.0,2.4,Rectangular Shaped,2019,RC,Housing Complex,House,Quasi-industrial Zone,60.0,300.0,2nd quarter 2023,,
6046,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Minowa,2,24000000,1K,25.0,0.96,,2008,RC,,Other,Commercial Zone,80.0,600.0,2nd quarter 2023,Not yet,
6047,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Higashinippori,Minowa,9,81000000,,75.0,1.08,Rectangular Shaped,2005,S,Housing Complex,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,,
6049,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Minowa,3,23000000,1K,25.0,0.92,,2014,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2023,,
6050,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Minowa,7,20000000,1K,20.0,1.0,,2016,RC,House,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,Not yet,
6051,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Minowa,3,22000000,1K,25.0,0.88,,2014,RC,House,House,Commercial Zone,80.0,600.0,1st quarter 2023,,
6052,"Pre-owned Condominiums, etc.",,13118,Arakawa Ward,Higashinippori,Minowa,30-60minutes,26000000,1K,25.0,1.04,,2017,RC,,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2023,,
6053,Residential Land(Land and Building),Residential Area,13118,Arakawa Ward,Machiya,Machiya,7,100000000,,145.0,0.69,Semi-rectangular Shaped,1979,S,"Housing Complex, Shop",House,Quasi-industrial Zone,80.0,300.0,2nd quarter 2023,,
